EXOME_PHASE1_ID	EXOME_PHASE2_FULL_ID	SCH10411_ESID
MC.AMD116485@0123890937	2503242-1-0238094940	90989
MC.AMD111457@0123890729	2507285-1-0238038701	90991
MC.AMD132832@0123890705	2508070-1-0238096239	90992
MC.AMD111485@0124011067	2513513-1-0238096057	90998
MC.AMD111518@0123890257	2517096-1-0238041577	91003
MC.AMD111553@0123890912	2522039-1-0238042801	91007
MC.AMD132944@0123909125	2523700-1-0238095201	91008
MC.AMD132951@0123909806	2524387-1-0238095102	91009
MC.AMD111593@0124010058	2526346-1-0224009451	91011
MC.AMD133045@0123910198	2529470-1-0238042532	91018
MC.AMD111732@0123890490	2534638-1-0238042470	91023
MC.AMD111874@0123889305	2554225-1-0238039957	91039
MC.AMD111883@0123890415	2555323-1-0238042051	91041
MC.AMD133300@0123889781	2559514-1-0238095283	91043
MC.156604@1075680474	2563752-1-0238061903	91048
MC.AMD116515@0124013425	2569233-1-0238061849	91054
MC.AMD112056@0123910509	2575581-1-0238039279	91060
MC.AMD112058@0123861031	2575623-1-0238062113	91061
MC.AMD116518@0123860997	2579816-1-0238039659	91064
MC.AMD133479@0124011323	2587609-1-0238040952	91068
MC.AMD112121@0123911144	2588515-1-0224008837	91071
MC.AMD112168@0123861261	2595999-1-0238039247	91076
MC.AMD116532@0124009910	2608831-1-0224009499	91090
MC.AMD112375@0123859616	2616042-1-0238061510	91097
MC.156678@1075641990	2619210-1-0238096102	91102
MC.AMD112415@0123861569	2621201-1-0238041040	91104
MC.AMD112441@0123859606	2621774-1-0238039698	91107
MC.AMD112461@0123889303	2623290-1-0238040336	91110
MC.AMD112659@0124011063	2642540-1-0238039603	91123
MC.AMD112880@0123861174	2674660-1-0238096918	91148
MC.AMD112893@0124010950	2676759-1-0238041163	91149
MC.AMD116577@0123909344	2683477-1-0238039123	91152
MC.AMD112907@0123861441	2684271-1-0238062061	91153
MC.AMD112929@0124011047	2684793-1-0238095699	91155
MC.AMD134402@0124013382	2696302-1-0238038324	91164
MC.AMD113053@0123861714	2697011-1-0224009258	91166
MC.AMD113111@0124010163	2701879-1-0238061907	91175
MC.AMD134483@0123911427	2702428-1-0238061612	91176
MC.AMD113156@0123908415	2704977-1-0238040158	91179
MC.AMD134596@0123861724	2709437-1-0238062244	91182
MC.AMD134600@0123908913	2710391-1-0224009250	91183
MC.AMD116603@0123908257	2715484-1-0238038068	91190
MC.AMD134701@0123890859	2715780-1-0238095114	91191
MC.AMD134750@0123911361	2716912-1-0238042442	91195
MC.AMD113391@0123861469	2717963-1-0238094306	91197
MC.AMD113502@0123908980	2726402-1-0238040837	91204
MC.AMD134889@0123907481	2731543-1-0238062192	91207
MC.AMD113572@0123861180	2739867-1-0238039386	91213
MC.AMD113634@0123890860	2746937-1-0238041933	91222
MC.AMD135014@0124011273	2747976-1-0238039620	91224
MC.AMD135026@0123890837	2750786-1-0238041351	91225
MC.AMD135027@0124011265	2752699-1-0238062214	91226
MC.AMD135164@0123889773	2776243-1-0238060762	91240
MC.AMD113851@0123909526	2789267-1-0238038389	91249
MC.AMD113869@0123861476	2790642-1-0238095060	91252
MC.AMD113923@0123908821	2797353-1-0238096316	91257
MC.AMD113927@0124010049	2797977-1-0238096818	91258
MC.AMD135340@0123890717	2800557-1-0238038104	91260
MC.AMD114019@0124011012	2808435-1-0238061844	91264
MC.AMD116650@0124010040	2816165-1-0238038738	91268
MC.AMD114161@0123911501	2824589-1-0224009247	91277
MC.AMD135571@0123889329	2829312-1-0238096431	91280
MC.AMD114379@0123911229	2856608-1-0238038163	91300
MC.AMD114391@0124010165	2859299-1-0238096792	91302
MC.AMD135778@0123890550	2861452-1-0238039523	91305
MC.AMD135798@0124011522	2862910-1-0238095339	91307
MC.AMD114518@0123908390	2873076-1-0238096564	91316
MC.AMD116687@0124010206	2878995-1-0238061415	91321
MC.AMD114620@0124011408	2887541-1-0238042396	91332
MC.AMD114626@0124010057	2888282-1-0238096328	91333
MC.AMD136086@0123910485	2893165-1-0238038353	91337
MC.AMD136124@0123890755	2894728-1-0238096642	91342
MC.AMD114775@0124010158	2894927-1-0238040379	91343
MC.AMD136190@0123890641	2897842-1-0238040971	91345
MC.AMD114933@0123889793	2925004-1-0238095622	91356
MC.AMD114952@0123890494	2925347-1-0238040249	91359
MC.AMD114987@0123889928	2925644-1-0238061610	91361
MC.AMD115014@0123890637	2931141-1-0238095464	91365
MC.AMD115095@0123909272	2935921-1-0238040407	91377
MC.AMD136474@0123908832	2937207-1-0224009528	91378
MC.AMD115184@0123909249	2943704-1-0224008812	91387
MC.AMD136581@0123889474	2956387-1-0238038031	91390
MC.AMD136670@0123908395	2972004-1-0238042996	91399
MC.AMD136672@0123911557	2972068-1-0238040642	91400
MC.AMD115327@0123861046	2974220-1-0238042562	91402
MC.AMD116744@0123911228	2977151-1-0238096473	91405
MC.AMD115448@0123909580	2992735-1-0238095979	91421
