FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
MC.AMD113524@0123908945,MC.AMD113524@0123908945,108056-01,108056-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113582@0124011353,MC.AMD113582@0124011353,107915-01,107915-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113651@0123908330,MC.AMD113651@0123908330,139547-01,139547-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113663@0123889456,MC.AMD113663@0123889456,113923-01,113923-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113765@0123861097,MC.AMD113765@0123861097,120809-01,120809-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113776@0124013706,MC.AMD113776@0124013706,123045-01,123045-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113794@0123861067,MC.AMD113794@0123861067,121661-01,121661-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113851@0123909526,MC.AMD113851@0123909526,129323-01,129323-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113894@0123861092,MC.AMD113894@0123861092,120671-01,120671-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113941@0123890446,MC.AMD113941@0123890446,108444-01,108444-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113942@0123861296,MC.AMD113942@0123861296,129629-01,129629-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113948@0124011520,MC.AMD113948@0124011520,110247-01,110247-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD113968@0124012387,MC.AMD113968@0124012387,146516-01,146516-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114179@0123911506,MC.AMD114179@0123911506,113833-01,113833-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114190@0123890475,MC.AMD114190@0123890475,107936-01,107936-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114193@0123861226,MC.AMD114193@0123861226,129443-01,129443-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114245@0123861519,MC.AMD114245@0123861519,128711-01,128711-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114290@0123861162,MC.AMD114290@0123861162,149174-01,149174-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114304@0123861535,MC.AMD114304@0123861535,128422-01,128422-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114439@0123861070,MC.AMD114439@0123861070,121184-01,121184-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114443@0123861721,MC.AMD114443@0123861721,134003-01,134003-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114483@0123890807,MC.AMD114483@0123890807,152404-01,152404-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114525@0123861568,MC.AMD114525@0123861568,127596-01,127596-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114540@0123908968,MC.AMD114540@0123908968,140342-01,140342-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114563@0123890969,MC.AMD114563@0123890969,114388-01,114388-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114599@0124010019,MC.AMD114599@0124010019,142500-01,142500-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114684@0123861285,MC.AMD114684@0123861285,130004-01,130004-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114729@0123910482,MC.AMD114729@0123910482,133883-01,133883-01,UN,NA,0,0.0018,0.9982,0.9991,-1,0.999695,1,NA
MC.AMD114738@0124011147,MC.AMD114738@0124011147,136992-01,136992-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114771@0123909311,MC.AMD114771@0123909311,144120-01,144120-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114824@0123861478,MC.AMD114824@0123861478,125353-01,125353-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114893@0123909120,MC.AMD114893@0123909120,103237-01,103237-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114899@0123909794,MC.AMD114899@0123909794,121881-01,121881-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD114900@0123910937,MC.AMD114900@0123910937,150560-01,150560-01,UN,NA,0,0.2474,0.7526,0.8763,-1,0.958004,1,NA
MC.AMD114952@0123890494,MC.AMD114952@0123890494,107471-01,107471-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115047@0123911342,MC.AMD115047@0123911342,125065-01,125065-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115141@0124009907,MC.AMD115141@0124009907,112053-01,112053-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115161@0123911520,MC.AMD115161@0123911520,131999-01,131999-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115170@0123910223,MC.AMD115170@0123910223,123546-01,123546-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115186@0123910464,MC.AMD115186@0123910464,134078-01,134078-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115217@0123861644,MC.AMD115217@0123861644,118045-01,118045-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115270@0123860931,MC.AMD115270@0123860931,156745-01,156745-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115451@0124010080,MC.AMD115451@0124010080,140420-02,140420-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115511@0123909328,MC.AMD115511@0123909328,143802-02,143802-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115537@0123909038,MC.AMD115537@0123909038,122256-01,122256-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115584@0123908316,MC.AMD115584@0123908316,140045-01,140045-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115589@0123890463,MC.AMD115589@0123890463,108197-01,108197-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115608@0124011110,MC.AMD115608@0124011110,138346-02,138346-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115697@0123909009,MC.AMD115697@0123909009,129599-01,129599-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115711@0123890400,MC.AMD115711@0123890400,109011-01,109011-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115741@0123908953,MC.AMD115741@0123908953,145350-01,145350-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115764@0123911281,MC.AMD115764@0123911281,123297-01,123297-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115795@0124011451,MC.AMD115795@0124011451,105260-01,105260-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115797@0123861098,MC.AMD115797@0123861098,120800-01,120800-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115830@0123890440,MC.AMD115830@0123890440,108774-01,108774-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115856@0123890569,MC.AMD115856@0123890569,109521-01,109521-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115885@0124013708,MC.AMD115885@0124013708,122163-01,122163-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115981@0123911464,MC.AMD115981@0123911464,114082-01,114082-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115988@0123861845,MC.AMD115988@0123861845,123666-01,123666-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116057@0123910495,MC.AMD116057@0123910495,133772-02,133772-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116100@0124014891,MC.AMD116100@0124014891,137169-01,137169-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116129@0124013461,MC.AMD116129@0124013461,131474-02,131474-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116169@0123908886,MC.AMD116169@0123908886,147800-01,147800-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116193@0124014842,MC.AMD116193@0124014842,138526-01,138526-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116311@0123890957,MC.AMD116311@0123890957,114637-01,114637-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116423@0123908409,MC.AMD116423@0123908409,152206-01,152206-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116485@0123890937,MC.AMD116485@0123890937,115258-01,115258-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116547@0123908774,MC.AMD116547@0123908774,101392-01,101392-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116735@0124011270,MC.AMD116735@0124011270,109671-01,109671-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116754@0123911408,MC.AMD116754@0123911408,123948-01,123948-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116901@0123890560,MC.AMD116901@0123890560,109602-01,109602-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116916@0123890827,MC.AMD116916@0123890827,150812-01,150812-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116971@0123908769,MC.AMD116971@0123908769,101494-01,101494-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117020@0124010899,MC.AMD117020@0124010899,136163-01,136163-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117034@0123908426,MC.AMD117034@0123908426,149870-01,149870-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117152@0123909182,MC.AMD117152@0123909182,102382-02,102382-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117204@0123890486,MC.AMD117204@0123890486,107681-01,107681-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117214@0123890429,MC.AMD117214@0123890429,108567-01,108567-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117281@0124010159,MC.AMD117281@0124010159,146783-01,146783-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117352@0123890631,MC.AMD117352@0123890631,158528-01,158528-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117379@0123911330,MC.AMD117379@0123911330,125182-01,125182-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117467@0123908422,MC.AMD117467@0123908422,150584-01,150584-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117549@0123861082,MC.AMD117549@0123861082,121598-01,121598-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117573@0123861342,MC.AMD117573@0123861342,118114-01,118114-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117610@0123911256,MC.AMD117610@0123911256,115426-01,115426-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117655@0123908943,MC.AMD117655@0123908943,104801-01,104801-01,UN,NA,0,0.0018,0.9982,0.9991,-1,0.999696,1,NA
MC.AMD117660@0123910874,MC.AMD117660@0123910874,119293-01,119293-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117730@0123911620,MC.AMD117730@0123911620,127429-01,127429-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117734@0124011371,MC.AMD117734@0124011371,106564-01,106564-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117783@0123908360,MC.AMD117783@0123908360,103144-01,103144-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117865@0123909532,MC.AMD117865@0123909532,129149-02,129149-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117891@0123860940,MC.AMD117891@0123860940,136674-01,136674-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD117925@0123908989,MC.AMD117925@0123908989,134588-02,134588-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118004@0123861038,MC.AMD118004@0123861038,122151-01,122151-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118005@0123861044,MC.AMD118005@0123861044,122376-01,122376-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118016@0124013447,MC.AMD118016@0124013447,137328-01,137328-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118120@0123908259,MC.AMD118120@0123908259,141288-01,141288-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118133@0123890214,MC.AMD118133@0123890214,104924-02,104924-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118174@0123908862,MC.AMD118174@0123908862,148483-01,148483-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118207@0123908354,MC.AMD118207@0123908354,101301-01,101301-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118381@0124010059,MC.AMD118381@0124010059,140937-01,140937-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118530@0123908829,MC.AMD118530@0123908829,100695-01,100695-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118596@0123861259,MC.AMD118596@0123861259,130526-01,130526-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118689@0123861444,MC.AMD118689@0123861444,100707-01,100707-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118781@0123890609,MC.AMD118781@0123890609,159914-01,159914-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118898@0124010060,MC.AMD118898@0124010060,140934-01,140934-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118922@0123909530,MC.AMD118922@0123909530,129083-01,129083-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118945@0124011217,MC.AMD118945@0124011217,144096-01,144096-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118950@0124010916,MC.AMD118950@0124010916,135661-02,135661-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118952@0123859603,MC.AMD118952@0123859603,123252-01,123252-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118965@0123909020,MC.AMD118965@0123909020,125869-01,125869-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119016@0123890465,MC.AMD119016@0123890465,108134-01,108134-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119057@0124011022,MC.AMD119057@0124011022,104126-01,104126-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119120@0123861639,MC.AMD119120@0123861639,119702-01,119702-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119124@0123911596,MC.AMD119124@0123911596,130232-01,130232-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119149@0123911142,MC.AMD119149@0123911142,117787-01,117787-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119150@0123861378,MC.AMD119150@0123861378,116584-02,116584-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119206@0124011528,MC.AMD119206@0124011528,109920-01,109920-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119228@0123911533,MC.AMD119228@0123911533,131969-01,131969-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119251@0123909292,MC.AMD119251@0123909292,144456-01,144456-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119266@0123889272,MC.AMD119266@0123889272,157184-01,157184-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119441@0123889968,MC.AMD119441@0123889968,158870-01,158870-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119467@0123890833,MC.AMD119467@0123890833,150338-01,150338-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119480@0123889468,MC.AMD119480@0123889468,113499-01,113499-01,UN,NA,0,0.0018,0.9982,0.9991,-1,0.999695,1,NA
MC.AMD119540@0123890437,MC.AMD119540@0123890437,108810-01,108810-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119574@0124014821,MC.AMD119574@0124014821,139226-01,139226-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119621@0123861606,MC.AMD119621@0123861606,120596-01,120596-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119624@0123909037,MC.AMD119624@0123909037,122403-01,122403-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119627@0123909026,MC.AMD119627@0123909026,122577-01,122577-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119657@0123861802,MC.AMD119657@0123861802,123819-01,123819-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119696@0123861883,MC.AMD119696@0123861883,132812-01,132812-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119706@0123909364,MC.AMD119706@0123909364,142845-01,142845-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119712@0123861244,MC.AMD119712@0123861244,131114-01,131114-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119802@0123909255,MC.AMD119802@0123909255,145800-01,145800-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119806@0123861041,MC.AMD119806@0123861041,122472-01,122472-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119836@0124011223,MC.AMD119836@0124011223,144264-01,144264-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119860@0123909237,MC.AMD119860@0123909237,146273-01,146273-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119920@0123908402,MC.AMD119920@0123908402,151484-01,151484-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119961@0123861473,MC.AMD119961@0123861473,125518-01,125518-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD119966@0123911708,MC.AMD119966@0123911708,125359-01,125359-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120013@0123911691,MC.AMD120013@0123911691,125548-01,125548-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120213@0123908906,MC.AMD120213@0123908906,146876-01,146876-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120294@0123909137,MC.AMD120294@0123909137,102997-01,102997-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120460@0123909269,MC.AMD120460@0123909269,145491-01,145491-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120484@0124010901,MC.AMD120484@0124010901,136154-01,136154-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120536@0123861040,MC.AMD120536@0123861040,122478-01,122478-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120539@0123909541,MC.AMD120539@0123909541,129011-01,129011-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120644@0123909805,MC.AMD120644@0123909805,121196-01,121196-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120694@0123861141,MC.AMD120694@0123861141,118000-01,118000-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120781@0123911263,MC.AMD120781@0123911263,115531-01,115531-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120808@0124011166,MC.AMD120808@0124011166,136620-01,136620-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120879@0123908974,MC.AMD120879@0123908974,137842-01,137842-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120897@0124011198,MC.AMD120897@0124011198,145107-01,145107-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120944@0123861629,MC.AMD120944@0123861629,120149-01,120149-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD120951@0124011542,MC.AMD120951@0124011542,109848-01,109848-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121093@0123908962,MC.AMD121093@0123908962,150560-01,150560-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121146@0123911670,MC.AMD121146@0123911670,126340-01,126340-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121164@0123890485,MC.AMD121164@0123890485,107714-01,107714-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121446@0123911388,MC.AMD121446@0123911388,124203-01,124203-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121460@0124011509,MC.AMD121460@0124011509,110601-01,110601-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121614@0123861333,MC.AMD121614@0123861333,120476-01,120476-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121623@0123908946,MC.AMD121623@0123908946,150950-01,150950-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121673@0123907405,MC.AMD121673@0123907405,101822-01,101822-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121787@0123911563,MC.AMD121787@0123911563,130997-01,130997-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121807@0123909821,MC.AMD121807@0123909821,121535-01,121535-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121847@0123908797,MC.AMD121847@0123908797,101199-01,101199-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121849@0124011184,MC.AMD121849@0124011184,145527-01,145527-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121857@0123911564,MC.AMD121857@0123911564,130982-01,130982-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121884@0123890633,MC.AMD121884@0123890633,158507-01,158507-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD121933@0124013457,MC.AMD121933@0124013457,133886-01,133886-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122073@0123909801,MC.AMD122073@0123909801,122208-01,122208-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122076@0123908975,MC.AMD122076@0123908975,137782-01,137782-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122105@0123861197,MC.AMD122105@0123861197,130760-01,130760-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122121@0123909063,MC.AMD122121@0123909063,117250-01,117250-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122314@0124009896,MC.AMD122314@0124009896,111747-01,111747-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122391@0123909569,MC.AMD122391@0123909569,128437-01,128437-01,UN,NA,0,0.0018,0.9982,0.9991,-1,0.999695,1,NA
MC.AMD122468@0123889473,MC.AMD122468@0123889473,113794-02,113794-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122506@0123908955,MC.AMD122506@0123908955,146651-01,146651-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122578@0123861652,MC.AMD122578@0123861652,119600-01,119600-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122646@0123909819,MC.AMD122646@0123909819,121193-01,121193-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122669@0123890706,MC.AMD122669@0123890706,106933-01,106933-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122776@0124013730,MC.AMD122776@0124013730,108855-01,108855-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122812@0123910226,MC.AMD122812@0123910226,124591-01,124591-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122963@0123861223,MC.AMD122963@0123861223,131861-01,131861-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122976@0124011155,MC.AMD122976@0124011155,137175-01,137175-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD122981@0123908923,MC.AMD122981@0123908923,146720-01,146720-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123073@0123909040,MC.AMD123073@0123909040,121986-01,121986-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123077@0123911171,MC.AMD123077@0123911171,117589-01,117589-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123239@0123889383,MC.AMD123239@0123889383,128338-02,128338-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123318@0123909282,MC.AMD123318@0123909282,145008-01,145008-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123700@0123890235,MC.AMD123700@0123890235,104621-01,104621-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123730@0123861659,MC.AMD123730@0123861659,119284-01,119284-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123933@0123910912,MC.AMD123933@0123910912,118552-01,118552-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124158@0123909096,MC.AMD124158@0123909096,109398-01,109398-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124188@0124014864,MC.AMD124188@0124014864,137812-01,137812-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124216@0123861234,MC.AMD124216@0123861234,131426-01,131426-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124256@0123861447,MC.AMD124256@0123861447,101948-01,101948-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124269@0123911528,MC.AMD124269@0123911528,131606-01,131606-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124338@0124011060,MC.AMD124338@0124011060,103567-01,103567-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124441@0124011216,MC.AMD124441@0124011216,144093-01,144093-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124644@0123908896,MC.AMD124644@0123908896,147500-01,147500-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124682@0123911373,MC.AMD124682@0123911373,124395-01,124395-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124703@0123911489,MC.AMD124703@0123911489,113932-01,113932-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124760@0123909055,MC.AMD124760@0123909055,119858-01,119858-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124796@0123910848,MC.AMD124796@0123910848,119855-01,119855-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124842@0123860954,MC.AMD124842@0123860954,136205-01,136205-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124907@0123909820,MC.AMD124907@0123909820,121055-01,121055-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124975@0124010926,MC.AMD124975@0124010926,135250-02,135250-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD124987@0124010997,MC.AMD124987@0124010997,104699-01,104699-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125083@0124013426,MC.AMD125083@0124013426,133997-01,133997-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125389@0124010881,MC.AMD125389@0124010881,136427-01,136427-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125501@0123909310,MC.AMD125501@0123909310,144141-02,144141-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125514@0123890839,MC.AMD125514@0123890839,150263-01,150263-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125546@0124013743,MC.AMD125546@0124013743,103648-01,103648-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125573@0124011324,MC.AMD125573@0124011324,108453-01,108453-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125577@0123909278,MC.AMD125577@0123909278,145113-01,145113-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125808@0123890844,MC.AMD125808@0123890844,149594-01,149594-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD125986@0124011120,MC.AMD125986@0124011120,137580-01,137580-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD126024@0123909792,MC.AMD126024@0123909792,121211-01,121211-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD126109@0123861819,MC.AMD126109@0123861819,124029-01,124029-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD126593@0123911447,MC.AMD126593@0123911447,114886-01,114886-01,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD126758@0123861145,MC.AMD126758@0123861145,124032-02,124032-02,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD126900@0124014827,MC.AMD126900@0124014827,137007-01,137007-01,UN,NA,0,0,1,1,-1,1,1,NA
