FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
MC.AMD107417@0123890882,MC.AMD107417@0123890882,91324,91324,UN,NA,0,0,1,1,-1,0.999949,1,3799
MC.AMD107512@0123911581,MC.AMD107512@0123911581,89620,89620,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD107593@0123907256,MC.AMD107593@0123907256,89536,89536,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD107604@0123911290,MC.AMD107604@0123911290,89772,89772,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD107655@0123890329,MC.AMD107655@0123890329,90828,90828,UN,NA,0,0,1,1,-1,0.999983,1,3839
MC.AMD107696@0123910246,MC.AMD107696@0123910246,89540,89540,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD107742@0123861330,MC.AMD107742@0123861330,89519,89519,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,3765
MC.AMD107775@0123907254,MC.AMD107775@0123907254,90759,90759,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,3790
MC.AMD107859@0123908990,MC.AMD107859@0123908990,89684,89684,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD107926@0123861155,MC.AMD107926@0123861155,90800,90800,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD107930@0124013735,MC.AMD107930@0124013735,90754,90754,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD107937@0123861479,MC.AMD107937@0123861479,90281,90281,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD107961@0123861789,MC.AMD107961@0123861789,90872,90872,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD107986@0123909265,MC.AMD107986@0123909265,89970,89970,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD108029@0123911517,MC.AMD108029@0123911517,89861,89861,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD108113@0123890480,MC.AMD108113@0123890480,90664,90664,UN,NA,0,0,1,1,-1,0.999983,1,3787
MC.AMD108123@0123910552,MC.AMD108123@0123910552,89728,89728,UN,NA,0,0,1,1,-1,0.999974,1,3809
MC.AMD108173@0123908798,MC.AMD108173@0123908798,90492,90492,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD108189@0124010119,MC.AMD108189@0124010119,89382,89382,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD108215@0123908799,MC.AMD108215@0123908799,90702,90702,UN,NA,0,0,1,1,-1,0.999983,1,3812
MC.AMD108226@0123911247,MC.AMD108226@0123911247,91181,91181,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD108228@0123908307,MC.AMD108228@0123908307,90535,90535,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD108234@0123908783,MC.AMD108234@0123908783,90648,90648,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD108246@0124009889,MC.AMD108246@0124009889,90233,90233,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999957,1,NA
MC.AMD108348@0123909094,MC.AMD108348@0123909094,89901,89901,UN,NA,2e-04,1e-04,0.9997,0.9997,-1,0.999914,1,NA
MC.AMD108351@0123861686,MC.AMD108351@0123861686,89791,89791,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD108425@0123861371,MC.AMD108425@0123861371,90427,90427,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD108503@0123889808,MC.AMD108503@0123889808,90322,90322,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD108507@0123890524,MC.AMD108507@0123890524,90364,90364,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999957,1,3807
MC.AMD108527@0123890238,MC.AMD108527@0123890238,90455,90455,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD108634@0123911554,MC.AMD108634@0123911554,90039,90039,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD108639@0123861697,MC.AMD108639@0123861697,89888,89888,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD108663@0123908276,MC.AMD108663@0123908276,90358,90358,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD108699@0124009877,MC.AMD108699@0124009877,90487,90487,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD108737@0123890731,MC.AMD108737@0123890731,91005,91005,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD108796@0123861282,MC.AMD108796@0123861282,90763,90763,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD108800@0123908343,MC.AMD108800@0123908343,90211,90211,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD108845@0123861786,MC.AMD108845@0123861786,90198,90198,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD108952@0123890344,MC.AMD108952@0123890344,89828,89828,UN,NA,2e-04,8e-04,0.999,0.9994,-1,0.999794,1,NA
MC.AMD108988@0124011001,MC.AMD108988@0124011001,90675,90675,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD109109@0123861232,MC.AMD109109@0123861232,90904,90904,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD109230@0123909853,MC.AMD109230@0123909853,89682,89682,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD109408@0123911270,MC.AMD109408@0123911270,91349,91349,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD109419@0124010133,MC.AMD109419@0124010133,89526,89526,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD109476@0124011365,MC.AMD109476@0124011365,91404,91404,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD109477@0124010991,MC.AMD109477@0124010991,90416,90416,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD109516@0124011455,MC.AMD109516@0124011455,91077,91077,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD109569@0124013726,MC.AMD109569@0124013726,89629,89629,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD109593@0123861214,MC.AMD109593@0123861214,89499,89499,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999957,1,NA
MC.AMD109594@0123861538,MC.AMD109594@0123861538,89473,89473,UN,NA,0,0,1,1,-1,0.999957,1,3819
MC.AMD109642@0123909377,MC.AMD109642@0123909377,89733,89733,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD109663@0123861800,MC.AMD109663@0123861800,90138,90138,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD109685@0124013677,MC.AMD109685@0124013677,91353,91353,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD109707@0123859608,MC.AMD109707@0123859608,89656,89656,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD109731@0124010029,MC.AMD109731@0124010029,91290,91290,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD109733@0123909093,MC.AMD109733@0123909093,90415,90415,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD109761@0123861290,MC.AMD109761@0123861290,90856,90856,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD109803@0123909327,MC.AMD109803@0123909327,89623,89623,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD109820@0124010977,MC.AMD109820@0124010977,90316,90316,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD109869@0124014820,MC.AMD109869@0124014820,90005,90005,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD109895@0123861187,MC.AMD109895@0123861187,91179,91179,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD109927@0123890715,MC.AMD109927@0123890715,91104,91104,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD110085@0123890522,MC.AMD110085@0123890522,90806,90806,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD110215@0124011190,MC.AMD110215@0124011190,89443,89443,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD110358@0123890479,MC.AMD110358@0123890479,90007,90007,UN,NA,0,7e-04,0.9993,0.9996,-1,0.99987,1,NA
MC.AMD110422@0124013383,MC.AMD110422@0124013383,90687,90687,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD110427@0124009901,MC.AMD110427@0124009901,90240,90240,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD110432@0124013417,MC.AMD110432@0124013417,89513,89513,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD110518@0124010994,MC.AMD110518@0124010994,91046,91046,UN,NA,0,0,1,1,-1,0.999974,1,3805
MC.AMD110534@0123860985,MC.AMD110534@0123860985,91380,91380,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD110560@0123861343,MC.AMD110560@0123861343,90175,90175,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD110632@0123890780,MC.AMD110632@0123890780,90580,90580,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD110652@0123861582,MC.AMD110652@0123861582,89808,89808,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD110664@0124011403,MC.AMD110664@0124011403,90734,90734,UN,NA,2e-04,0,0.9998,0.9998,-1,0.99994,1,NA
MC.AMD110684@0123908921,MC.AMD110684@0123908921,90588,90588,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD110691@0124010141,MC.AMD110691@0124010141,91299,91299,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD110738@0123889376,MC.AMD110738@0123889376,90077,90077,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD110763@0123908317,MC.AMD110763@0123908317,89647,89647,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD110893@0123861349,MC.AMD110893@0123861349,89427,89427,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD110977@0123861433,MC.AMD110977@0123861433,89601,89601,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD111116@0123889426,MC.AMD111116@0123889426,90331,90331,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD111272@0123909392,MC.AMD111272@0123909392,89811,89811,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD111335@0123889945,MC.AMD111335@0123889945,89792,89792,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999957,1,NA
MC.AMD111411@0123911542,MC.AMD111411@0123911542,89614,89614,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD111439@0124012353,MC.AMD111439@0124012353,90919,90919,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD111505@0123911396,MC.AMD111505@0123911396,90279,90279,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD111550@0123911540,MC.AMD111550@0123911540,90001,90001,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD111580@0123911475,MC.AMD111580@0123911475,91277,91277,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD111630@0124013669,MC.AMD111630@0124013669,90914,90914,UN,NA,0,0,1,1,-1,0.999983,1,3812
MC.AMD111641@0124013713,MC.AMD111641@0124013713,90400,90400,UN,NA,0,0,1,1,-1,0.999974,1,3788
MC.AMD111651@0123908443,MC.AMD111651@0123908443,90224,90224,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD111657@0123890313,MC.AMD111657@0123890313,91282,91282,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD111671@0123908775,MC.AMD111671@0123908775,90020,90020,UN,NA,0,0,1,1,-1,0.999983,1,3806
MC.AMD111810@0124011309,MC.AMD111810@0124011309,89632,89632,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD111819@0123861462,MC.AMD111819@0123861462,90057,90057,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD111832@0124011377,MC.AMD111832@0124011377,90662,90662,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD111864@0123861779,MC.AMD111864@0123861779,91004,91004,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD111871@0124014892,MC.AMD111871@0124014892,90613,90613,UN,NA,0,0,1,1,-1,0.999974,1,3805
MC.AMD111880@0123861564,MC.AMD111880@0123861564,90276,90276,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD111927@0123910922,MC.AMD111927@0123910922,91281,91281,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD112112@0123908851,MC.AMD112112@0123908851,90790,90790,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD112136@0123909226,MC.AMD112136@0123909226,89340,89340,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD112168@0123861261,MC.AMD112168@0123861261,90739,90739,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD112235@0123911345,MC.AMD112235@0123911345,89946,89946,UN,NA,0,0,1,1,-1,0.999983,1,3819
MC.AMD112243@0123911225,MC.AMD112243@0123911225,89453,89453,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD112424@0123889520,MC.AMD112424@0123889520,90733,90733,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD112588@0123908741,MC.AMD112588@0123908741,89675,89675,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD112715@0123909271,MC.AMD112715@0123909271,91258,91258,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD112768@0123911193,MC.AMD112768@0123911193,89999,89999,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD112891@0123911356,MC.AMD112891@0123911356,90607,90607,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD112902@0123909286,MC.AMD112902@0123909286,89874,89874,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD113245@0123908959,MC.AMD113245@0123908959,90851,90851,UN,NA,0,7e-04,0.9993,0.9996,-1,0.999871,1,NA
MC.AMD113322@0123861793,MC.AMD113322@0123861793,90802,90802,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD113400@0123908263,MC.AMD113400@0123908263,90783,90783,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD113488@0124010207,MC.AMD113488@0124010207,91114,91114,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD113516@0124011369,MC.AMD113516@0124011369,91207,91207,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD113520@0123909045,MC.AMD113520@0123909045,91224,91224,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD113532@0123910218,MC.AMD113532@0123910218,90338,90338,UN,NA,2e-04,2e-04,0.9995,0.9996,-1,0.999886,1,NA
MC.AMD113664@0124014871,MC.AMD113664@0124014871,91265,91265,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD113673@0124010962,MC.AMD113673@0124010962,89700,89700,UN,NA,0,0,1,1,-1,0.999983,1,3811
MC.AMD113828@0124010169,MC.AMD113828@0124010169,90060,90060,UN,NA,0,0,1,1,-1,0.999983,1,3789
MC.AMD113906@0123890759,MC.AMD113906@0123890759,89346,89346,UN,NA,5e-04,5e-04,0.999,0.9993,-1,0.999769,1,3797
MC.AMD113927@0124010049,MC.AMD113927@0124010049,89484,89484,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD113996@0123911613,MC.AMD113996@0123911613,90826,90826,UN,NA,0,0,1,1,-1,0.999966,1,3798
MC.AMD114134@0123861808,MC.AMD114134@0123861808,89345,89345,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999957,1,NA
MC.AMD114169@0123909343,MC.AMD114169@0123909343,89909,89909,UN,NA,0,0,1,1,-1,0.999983,1,3791
MC.AMD114186@0123889748,MC.AMD114186@0123889748,90586,90586,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD114213@0123911551,MC.AMD114213@0123911551,89474,89474,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD114285@0123910195,MC.AMD114285@0123910195,91286,91286,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD114332@0123861764,MC.AMD114332@0123861764,89900,89900,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD114340@0124009870,MC.AMD114340@0124009870,90177,90177,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD114403@0123890829,MC.AMD114403@0123890829,91313,91313,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD114442@0123907252,MC.AMD114442@0123907252,89976,89976,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999966,1,NA
MC.AMD114821@0123909048,MC.AMD114821@0123909048,90695,90695,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD114822@0123909525,MC.AMD114822@0123909525,90894,90894,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD114845@0123911351,MC.AMD114845@0123911351,89667,89667,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD114874@0123911170,MC.AMD114874@0123911170,89630,89630,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD114883@0124011230,MC.AMD114883@0124011230,89796,89796,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD114941@0123909002,MC.AMD114941@0123909002,90978,90978,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115056@0123908950,MC.AMD115056@0123908950,89766,89766,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD115184@0123909249,MC.AMD115184@0123909249,89854,89854,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD115276@0123861820,MC.AMD115276@0123861820,89853,89853,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD115315@0123890323,MC.AMD115315@0123890323,91139,91139,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD115378@0124013682,MC.AMD115378@0124013682,91219,91219,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD115420@0124010152,MC.AMD115420@0124010152,90951,90951,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD115553@0123909864,MC.AMD115553@0123909864,90680,90680,UN,NA,0,0,1,1,-1,0.999974,1,3799
MC.AMD115633@0124011121,MC.AMD115633@0124011121,89418,89418,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999931,1,NA
MC.AMD115643@0123861813,MC.AMD115643@0123861813,91076,91076,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD115709@0123890356,MC.AMD115709@0123890356,90291,90291,UN,NA,0,0,1,1,-1,0.999983,1,3810
MC.AMD116033@0123890377,MC.AMD116033@0123890377,90941,90941,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD116272@0124013705,MC.AMD116272@0124013705,89486,89486,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999966,1,NA
MC.AMD116357@0124010173,MC.AMD116357@0124010173,90421,90421,UN,NA,0,0,1,1,-1,0.999983,1,3795
MC.AMD116398@0123911704,MC.AMD116398@0123911704,90512,90512,UN,NA,0,5e-04,0.9995,0.9997,-1,0.999906,1,NA
MC.AMD116481@0123861836,MC.AMD116481@0123861836,90488,90488,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD116565@0123909102,MC.AMD116565@0123909102,91135,91135,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD116682@0124013691,MC.AMD116682@0124013691,91043,91043,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD116683@0124013449,MC.AMD116683@0124013449,90961,90961,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD116776@0123911622,MC.AMD116776@0123911622,89863,89863,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999966,1,NA
MC.AMD116797@0123909338,MC.AMD116797@0123909338,90391,90391,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD116798@0123861099,MC.AMD116798@0123861099,91158,91158,UN,NA,0,0,1,1,-1,0.999966,1,NA
MC.AMD116899@0124010094,MC.AMD116899@0124010094,89689,89689,UN,NA,0,0,1,1,-1,0.999983,1,3812
MC.AMD117134@0124011191,MC.AMD117134@0124011191,90870,90870,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD117192@0123909183,MC.AMD117192@0123909183,91348,91348,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD117219@0124010151,MC.AMD117219@0124010151,89392,89392,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD117277@0123909184,MC.AMD117277@0123909184,91197,91197,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD117321@0123861420,MC.AMD117321@0123861420,90312,90312,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD117454@0123908831,MC.AMD117454@0123908831,90735,90735,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD117511@0123908956,MC.AMD117511@0123908956,89722,89722,UN,NA,0,0,1,1,-1,0.999966,1,3809
MC.AMD117571@0124011212,MC.AMD117571@0124011212,89984,89984,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD117645@0124011331,MC.AMD117645@0124011331,90158,90158,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD117908@0124010120,MC.AMD117908@0124010120,89868,89868,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD117958@0123908846,MC.AMD117958@0123908846,90519,90519,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD117993@0123911515,MC.AMD117993@0123911515,89585,89585,UN,NA,0,2e-04,0.9998,0.9999,-1,0.999966,1,NA
MC.AMD118006@0123861045,MC.AMD118006@0123861045,89744,89744,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD118096@0123909087,MC.AMD118096@0123909087,90119,90119,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD118518@0123909545,MC.AMD118518@0123909545,91018,91018,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD118740@0123911710,MC.AMD118740@0123911710,89719,89719,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD118808@0123908823,MC.AMD118808@0123908823,89902,89902,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD118903@0123911150,MC.AMD118903@0123911150,89985,89985,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD118909@0123911310,MC.AMD118909@0123911310,90896,90896,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD119148@0123889455,MC.AMD119148@0123889455,89669,89669,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD119595@0123908917,MC.AMD119595@0123908917,90457,90457,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD119607@0123909235,MC.AMD119607@0123909235,90115,90115,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD119717@0123861167,MC.AMD119717@0123861167,89948,89948,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD119822@0124011114,MC.AMD119822@0124011114,90924,90924,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD119935@0123911287,MC.AMD119935@0123911287,90980,90980,UN,NA,0,1e-04,0.9999,0.9999,-1,0.999974,1,NA
MC.AMD119983@0123889760,MC.AMD119983@0123889760,90652,90652,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD120126@0123909349,MC.AMD120126@0123909349,90643,90643,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD120182@0124011221,MC.AMD120182@0124011221,90313,90313,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD120423@0124014911,MC.AMD120423@0124014911,90792,90792,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD120695@0124014854,MC.AMD120695@0124014854,89816,89816,UN,NA,0,4e-04,0.9996,0.9998,-1,0.999932,1,NA
MC.AMD121023@0123909283,MC.AMD121023@0123909283,90976,90976,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD121030@0123910244,MC.AMD121030@0123910244,91390,91390,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD121662@0124011130,MC.AMD121662@0124011130,90245,90245,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD121871@0123911306,MC.AMD121871@0123911306,90745,90745,UN,NA,0,0,1,1,-1,0.999974,1,3802
MC.AMD121985@0124014828,MC.AMD121985@0124014828,90466,90466,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD122011@0123908939,MC.AMD122011@0123908939,91234,91234,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD122015@0124011348,MC.AMD122015@0124011348,90053,90053,UN,NA,0,0,1,1,-1,0.999983,1,3820
MC.AMD122694@0124010171,MC.AMD122694@0124010171,90626,90626,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD123019@0124010075,MC.AMD123019@0124010075,91410,91410,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD123217@0123908852,MC.AMD123217@0123908852,89769,89769,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD123388@0124014852,MC.AMD123388@0124014852,91338,91338,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123597@0123861065,MC.AMD123597@0123861065,90684,90684,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD123714@0124014836,MC.AMD123714@0124014836,89668,89668,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD123754@0123908922,MC.AMD123754@0123908922,90871,90871,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD124372@0123861753,MC.AMD124372@0123861753,89896,89896,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD124430@0123911666,MC.AMD124430@0123911666,89920,89920,UN,NA,2e-04,0,0.9998,0.9998,-1,0.999966,1,NA
MC.AMD124437@0123890719,MC.AMD124437@0123890719,89584,89584,UN,NA,0,0,1,1,-1,0.999974,1,3792
MC.AMD124490@0123890000,MC.AMD124490@0123890000,90443,90443,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD124595@0123911332,MC.AMD124595@0123911332,89958,89958,UN,NA,0,0,1,1,-1,1,1,NA
MC.AMD126000@0124011351,MC.AMD126000@0124011351,91202,91202,UN,NA,0,0,1,1,-1,0.999974,1,NA
MC.AMD126611@0124011128,MC.AMD126611@0124011128,90103,90103,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD126968@0123861421,MC.AMD126968@0123861421,89349,89349,UN,NA,0,0,1,1,-1,0.999983,1,NA
MC.AMD126984@0123890506,MC.AMD126984@0123890506,91053,91053,UN,NA,0,3e-04,0.9997,0.9998,-1,0.99994,1,NA
MC.AMD127727@0123861224,MC.AMD127727@0123861224,90451,90451,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD128204@0123910467,MC.AMD128204@0123910467,90283,90283,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD128286@0123890714,MC.AMD128286@0123890714,91368,91368,UN,NA,0,1e-04,0.9999,1,-1,0.999983,1,NA
MC.AMD128348@0123890944,MC.AMD128348@0123890944,90521,90521,UN,NA,0,0,1,1,-1,0.999991,1,NA
MC.AMD128467@0123890624,MC.AMD128467@0123890624,89905,89905,UN,NA,0,0,1,1,-1,0.999991,1,NA
